constituentid,name,image_count
4479,"Anatoli Lvovich Kaplan",64
2852,"Unknown, 20th Century",64
12466,"Mark Wilchusky",64
26233,"Christopher Lennox-Boyd",64
44749,"Center for Creative Photography, University of Arizona",64
53706,"Clamp Art",64
2673,"Parmigianino",63
2670,"Jean-Baptiste Oudry",63
7770,"Frances Lichten",63
8146,"Amelia Tuccio",63
4432,"John Baptist Jackson",63
1002,"Eugène Boudin",63
2868,"Clinton Adams",63
10477,"Harry Garfield Steele",63
12175,"Donn Steward",63
357,"Professor and Mrs. Andrew S. Keck",63
10702,"Unknown",63
298,"David Gensburg",63
950,"Professor and Mrs. Henry A. Millon",63
10276,"Sean Scully",63
20140,"Renee Bott",63
26492,"Jean-Luc Baroni, Ltd.",63
31600,"Silvana Bareggi",63
35028,"Federal Art Project (Wisconsin)",63
35162,"Estate of Kazuko Oshima",63
8351,"Dutch 17th Century",62
1760,"Adriaen van Ostade",62
1421,"Augustus John",62
1119,"Philippe de Champaigne",62
3051,"Israël Silvestre",62
8137,"Ernest A. Towers, Jr.",62
5423,"Jan Sadeler I",62
6157,"Chuck Close",62
25781,"Carmen Schilaci",62
15950,"Klaus Perls",62
13316,"John Cohen",62
28660,"Victoria Cassis",62
1825,"Sir Joshua Reynolds",61
4494,"Rockwell Kent",61
7285,"Joseph L. Boyd",61
7335,"Rex F. Bush",61
8021,"Gilbert Sackerman",61
2420,"Agostino Carracci",61
3177,"Antonio Tempesta",61
536,"Mrs. William C. Seitz",61
12564,"Mrs. Joyce F. Menschel",61
24109,"Richard Benson",61
13568,"Henri Cartier-Bresson",61
1932,"Titian",60
1207,"Charles-François Daubigny",60
7767,"Albert Levone",60
8140,"Gerald Transpota",60
163,"John Wesley Beatty, Jr.",60
172,"Dr. and Mrs. Malcolm W. Bick",60
19933,"Styria Studio",60
19938,"Ron Adams",60
1551,"Mr. Peter M. Brant",60
1215,"Mr. and Mrs. Robert L. Manning",60
1684,"Untitled Press",60
26541,"Hidekatsu Takada",60
26320,"Anne Appleby",60
37510,"Steve Lichtenberg and Betsy Aubrey",60
43604,"Mrs. Childe Hassam",60
53275,"Robert Franklin",60
50416,"Isabell VanMerlin",60
53509,"John Hagefstration",60
1911,"Gilbert Stuart",59
8969,"Charles Sessler",59
7284,"E. Boyd",59
431,"Agnes Ernst Meyer",59
1180,"Ralston Crawford",59
2215,"Claes Oldenburg",59
25703,"Stanley Baden",59
19896,"Jeffrey E. Horvitz",59
44518,"United Press International",59
8295,"Florentine 15th Century",58
5309,"Marcantonio Raimondi",58
323,"Hans Baldung Grien",58
4769,"Hans Lützelburger",58
7685,"Edward Jewett",58
7799,"Edith Magnette",58
7517,"Lawrence Flynn",58
7583,"Nicholas Gorid",58
7624,"Perkins Harnly",58
15042,"Ron Olds",58
47465,"Sirocco Screenprints",58
887,"Stanza del Borgo",58
11779,"Charles Edouard Mewes",58
13548,"Eugène Atget",58
19101,"Christopher Brown",58
20095,"Lothar Osterburg",58
24390,"Parasol Press",58
35506,"James Castle",58
1520,"Mrs. John Russell Pope",57
518,"Paul Joseph Sachs",57
7499,"Michael Fenga",57
8194,"Frank Wenger",57
12740,"Unknown Collection",57
3555,"Karl Bodmer",57
1213,"Arthur B. Davies",57
24699,"Nicholas Nixon",57
19222,"Alvin Langdon Coburn",57
27781,"Simon Levin",57
30949,"Mrs. Joanna T. Steichen",57
39176,"Lewis Koch",57
49706,"Seth Neubardt",57
50712,"Margaret Reiner",57
2440,"Charles-Nicolas Cochin II",56
3896,"Nicolas Delaunay",56
2397,"Félix Bracquemond",56
10793,"Auguste Clot",56
1902,"Théophile Alexandre Steinlen",56
8023,"Gordon Saltar",56
7785,"George Loughridge",56
10634,"Henri M. Petiet",56
747,"Pia Gallo",56
825,"Tobey C. Moss",56
53339,"Bauersche Gießerei",56
6508,"Jacob Hoefnagel",56
1553,"The Leger Galleries Ltd.",56
1447,"Mr. J. Randall Plummer",56
17280,"Robert Mann Gallery",56
20855,"Lee Gallery",56
30535,"Nicolas Schwed",56
38363,"Michael Shapiro Photographs",56
47061,"Center Street Studio",56
13509,"Andrew Joseph Russell",56
53966,"Gus Kayafas",56
2276,"Sperandio",55
49419,"Twenty-One Gallery",55
3906,"Maurice Denis",55
7266,"Wellington Blewett",55
7404,"Eugene Croe",55
8092,"Isidore Steinberg",55
7406,"Charles Cullen",55
3299,"Joseph-Marie Vien",55
6142,"Francis Delaram",55
4133,"Antonio Frasconi",55
1082,"Simone Cantarini",55
18048,"Cyril Humphris Ltd.",55
259,"Mr. and Mrs. Frank R. Eyerly",55
10509,"Antonio Cesare Poggi",55
23911,"James Van Der Zee",55
28428,"Estate of Moses Lasky",55
22958,"Daniel Wolf",55
50164,"Alan Cristea Gallery",55
1507,"Andrea Mantegna",54
1477,"Sir Peter Lely",54
4562,"Nicolas Lavreince",54
3151,"Jonas Suyderhoff",54
8123,"John H. Tercuzzi",54
7275,"Fritz Boehmer",54
8089,"Jack Staloff",54
248,"Mr. John L. Eastman",54
1039,"Mr. Lee V. Eastman",54
10176,"Stephen Thomas",54
10740,"Mr. Stephen K. Scher",54
18511,"Paolo Posi",54
17611,"Mr. and Mrs. Raymond W. Merritt",54
23321,"Joan and David Maxwell",54
34958,"Debbie Taylor",54
38123,"Ann Baumann Trust",54
47006,"Robert Crumb",54
43580,"The Honorable J. William Middendorf II",54
45015,"Ms. Eileen Cohen",54
22582,"Ron Perisho",54
1158,"John Constable",53
8318,"Paduan 16th Century",53
2244,"Andrea Briosco, called Riccio",53
7215,"Aurelia Arbo",53
7615,"Grace Halpin",53
8008,"M. Rosenshield-von-Paulin",53
2694,"Rudy Pozzatti",53
687,"Galerie Cailleux",53
642,"Zeitlin & Ver Brugge",53
1022,"Dr. Ronald H. Cordover",53
48223,"Aquarius Press",53
3270,"Giuseppe Vasi",53
16884,"Mr. Raphael Bernstein",53
21061,"Marvin Breckinridge Patterson",53
24631,"Bruce Davidson",53
37687,"Walter Kern",53
34866,"Ken Hakuta",53
45011,"Philip Bruce Marine and Donald Hardy",53
1145,"Claude Lorrain",52
2361,"Pierre-Antoine Baudouin",52
2666,"Emil Nolde",52
4159,"Cornelis Galle I",52
7773,"Margaret Linsley",52
7958,"Dorothy Posten",52
8054,"Eugene Shellady",52
2523,"Jacques de Gheyn II",52
1320,"Helen Frankenthaler",52
2765,"Jan van der Straet",52
4234,"John Gould",52
5079,"Bruce Nauman",52
48069,"Erna Kirchner",52
30434,"Charles Le Morvan",52
37176,"Keith de Lellis Gallery",52
4872,"Master of the E-Series Tarocchi",51
8312,"Venetian 16th Century",51
920,"Harris Whittemore",51
7631,"Katherine Hastings",51
7939,"Jean Peszel",51
7209,"Elmer G. Anderson",51
7929,"Martin Partyka",51
597,"United States Army Forces, Middle Pacific",51
3880,"Ronald Davis",51
5644,"Jirí Balcar",51
1203,"Mrs. Barnett Newman",51
49646,"Schellenberg FL",51
34507,"Karl & Faber Kunstauktionen GmbH",51
26273,"DC Moore Gallery",51
27191,"Craig Zammiello",51
27437,"Bruce Silverstein Gallery",51
27399,"Mr. William L. Schaeffer",51
36526,"Matthew and Ann Nimetz",51
43545,"Mrs. Alice F. Williams",51
32969,"Eleanor Antin",51
50167,"Phel Steinmetz",51
52881,"Union Pacific Railroad",51
40799,"Mariette Pathy Allen",51
8323,"North Italian 16th Century",50
3973,"Antoine-Jean Duclos",50
2728,"Gabriel de Saint-Aubin",50
2144,"Etienne Delaune",50
7493,"Marie Famularo",50
8202,"Edward White",50
7222,"Herman Bader",50
7734,"Hans Korsch",50
2062,"Giovanni da Cavino",50
5643,"Edouard Eckman",50
1554,"Impressions Workshop",50
4554,"Melchior Küsel",50
21359,"Zabriskie Gallery",50
330,"Mrs. Charles R. Henschel",50
839,"Pace Gallery",50
28701,"Adrien-Aurélien Hébrard",50
23085,"Doris Simmelink",50
951,"Dr. and Mrs. George M. Baer",50
13549,"E.J. Bellocq",50
18911,"Mr. and Mrs. Klaus G. Perls",50
14809,"Joseph Fach OHG",50
130,"Mrs. Robert B. Eichholz",50
2228,"Pisanello",49
5426,"Jan Pietersz Saenredam",49
2754,"Pieter Claesz Soutman",49
8216,"Eva Wilson",49
7255,"Mary Berner",49
13867,"David David-Weill",49
3524,"George Biddle",49
230,"Chester Dale Fund",49
818,"Galerie Kurt Meissner",49
37551,"Hollander Graphic Workshop",49
53419,"Klinkhardt & Biermann Verlag",49
26507,"Fred Genis",49
10238,"Helene C. Seiferheld",49
14438,"Giuseppe Palazzi",49
47608,"Low Road Studio",49
31350,"Carl Chiarenza",49
31543,"Experimental Printmaking Institute",49
36874,"Ianne Kjorlie",49
42672,"Friends of the Corcoran",49
6638,"James Jones",48
8165,"Lucien Verbeke",48
7691,"Philip Johnson",48
7355,"Ferdinand Cartier",48
4469,"John Paul Jones",48
9892,"Mr. and Mrs. Arnold Saltzman",48
10215,"Susan Sheehan Gallery",48
16051,"Susan Lorence",48
17769,"Giancarlo Tognoni",48
23463,"Emanuel von Baeyer",48
27872,"Jeffrey Hugh Newman",48
38531,"Thomas H. Johnson",48
49524,"Silver Shadows",48
52950,"Victoria Gewirz",48
53529,"Overpass Projects",48
45804,"Tom Jones",48
8346,"Netherlandish 16th Century",47
1027,"Georges Braque",47
2486,"Kerr Eby",47
7367,"Clyde L. Cheney",47
7824,"Stanley Mazur",47
7497,"Aaron Fastovsky",47
7428,"Austin L. Davison",47
8068,"Alfred H. Smith",47
1947,"Félix Vallotton",47
630,"George D. Widener, Jr.",47
5095,"Louise Nevelson",47
4716,"Ella Fillmore Lillie",47
3024,"Richard Serra",47
5669,"Jonathan Borofsky",47
21261,"Alexandre Calame",47
49563,"Gehenna Press",47
13521,"William H. Rau",47
43449,"Mr. E. Gerald Lamboley",47
2404,"Arthur Briscoe",46
2384,"Abraham Bloemaert",46
1334,"Théodore Gericault",46
3204,"Walter Tittle",46
3325,"Lucas Emil Vorsterman",46
8095,"Ella Josephine Sterling",46
8006,"Vincent P. Rosel",46
8108,"Joseph Sudek",46
7391,"Margaret Concha",46
7235,"Eugene Barrell",46
5478,"Edward Steichen",46
6265,"Thomas de Leu",46
10186,"Bernheim-Jeune",46
3956,"John Dowell",46
4098,"Dan Flavin",46
830,"Ms. Jill Newhouse",46
28702,"Nelly Hébrard",46
1293,"Dr. Richard A. Simms",46
29970,"Martinez Didier Galerie",46
30049,"Mr. Sanford Feld",46
40498,"Mitch Epstein",46
50180,"Frye & Smith, Ltd.",46
1967,"Antoine Watteau",45
10349,"Prince A. d' Arenberg",45
8143,"Florence Truelson",45
7863,"Randolph F. Miller",45
7204,"Anna Aloisi",45
7687,"Arthur Johnson",45
5480,"Minor White",45
6273,"John Payne",45
20519,"Walter M. Feilchenfeldt",45
5346,"H.C. Richter",45
5123,"Nathan Oliveira",45
587,"Marshall Josip Broz Tito",45
1738,"Robert Motherwell",45
2070,"Joseph Cornell",45
2664,"Barnett Newman",45
5457,"Miriam Schapiro",45
5905,"Billy Al Bengston",45
90,"Mr. and Mrs. Alexander M. Laughlin",45
9772,"Herbert and Paula Molner",45
17940,"Dr. Martin Moeller-Pisani",45
39215,"William Christenberry",45
24738,"Henry Wessel",45
28915,"Swann Galleries",45
34338,"Bill Hodges Gallery",45
35534,"Kerry James Marshall",45
36532,"Ms. Julia M. Wilkinson",45
51973,"Jeanette Miller",45
14155,"Jacques Seligmann & Cie.",44
5362,"Sir John Charles Robinson",44
12530,"Pierre Mariette II",44
3384,"Stow Wengenroth",44
8126,"Archie Thompson",44
8177,"Kalamian Walton",44
7947,"Lawrence Phillips",44
7819,"John Matulis",44
1278,"Lyonel Feininger",44
5642,"Michel Lasne",44
3986,"Maurice Dumont",44
32932,"Pietro Stefanoni",44
692,"David Carritt Limited, Artemis Group",44
190,"Mr. J. Carter Brown",44
2863,"Keith Anden Achepohl",44
21053,"Christian Humann",44
26458,"Lilah Toland",44
21018,"Director's Discretionary Fund",44
21786,"Edwynn Houk Gallery",44
39120,"David Levinthal",44
30027,"Laurence Miller Gallery",44
36938,"William Carter",44
39122,"Sally Mann",44
13352,"Wayne Miller",44
1068,"The Matthiesen Gallery",43
3487,"Barthel Beham",43
5051,"Jan Muller",43
48016,"The Woodcut Society",43
2562,"Erich Heckel",43
2594,"Paul Klee",43
7318,"Julie C. Brush",43
7250,"Jessie M. Benge",43
7542,"Charles Garjian",43
7810,"Arsen Maralian",43
7570,"Isadore Goldberg",43
7657,"Ray Holden",43
7811,"J. Henry Marley",43
7710,"John W. Kelleher",43
3395,"Robert White",43
2675,"Max Pechstein",43
3596,"Giovanni Battista Bracelli",43
4477,"Matsumi Kanemitsu",43
257,"Epstein Family Fund",43
418,"Mrs. Hyatt Mayor",43
191,"Mr. Robert Brown",43
1058,"Iris & B. Gerald Cantor Foundation",43
5988,"Nancy Graves",43
10173,"Dunlevy Milbank Foundation",43
42825,"James Parmelee",43
17545,"Ars Libri",43
23153,"Hearn Family Trust",43
31370,"Gallery Girls",43
31331,"Jenny Holzer",43
38089,"Antonio Beato",43
39076,"Benedict J. Fernandez",43
7251,"Mildred E. Bent",42
7727,"Samuel O. Klein",42
8024,"Gordon Sanborn",42
7214,"William L. Antrim",42
332,"Myron A. Hofer",42
254,"Lewis D. Einstein",42
640,"Hermann Wunderlich",42
464,"Mr. Charles Parkhurst",42
168,"Mr. and Mrs. William Benedict",42
14924,"Stuart Henderson",42
5670,"Vija Celmins",42
1570,"Mr. Mark Samuels Lasner",42
1587,"Carolyn Bullard",42
7169,"Professor John Wilmerding",42
9675,"Ilya Kabakov",42
11316,"Elaine and James D. Wolfensohn",42
13565,"Bill Brandt",42
23036,"The William Stamps Farish Fund",42
10090,"Brice Marden",42
21360,"Mr. Marc Freidus",42
23541,"Dr. and Mrs. Stephen Ostrow",42
23495,"Pamela Paulson",42
38584,"Karin Wachtel",42
47769,"American Art Review",42
42127,"Edward Beyer",42
46228,"Roger Brown Study Collection",42
49681,"Abigail Norman",42
49707,"Jack Stern",42
30299,"Lynn K. Altman",42
52099,"Gary Sokol",42
54207,"Leonian Charitable Trust",42
2019,"Valerio Belli",41
2471,"Abraham van Diepenbeeck",41
3894,"Auguste Delâtre",41
7889,"Elizabeth Moutal",41
7520,"Bessie Forman",41
7516,"William O. Fletcher",41
7238,"Dana Bartlett",41
8085,"Roberta Spicer",41
8163,"Vera Van Voris",41
11206,"Robert Blackburn",41
4578,"J. J. Lankes",41
903,"William Weston Gallery",41
4516,"Max Klinger",41
6900,"Edda Renouf",41
13446,"Linnaeus Tripe",41
23074,"Brian Shure",41
26463,"Paul Mullowney",41
28076,"Kicken Gallery Berlin, OHC",41
34854,"Al Taylor",41
38539,"Johann Christian Brand",41
41504,"Leonard Freed",41
51005,"ACME Newspictures",41
1970,"Benjamin West",40
2677,"Georg Pencz",40
10244,"Alex Reid & Lefèvre, Ltd",40
29936,"David Strang",40
8015,"Manuel G. Runyan",40
8168,"George V. Vezolles",40
8246,"Margaret Stottlemeyer",40
7758,"James M. Lawson",40
7439,"Henry De Wolfe",40
7887,"Charles Moss",40
7503,"George File",40
7776,"Rolland Livingstone",40
1096,"Annibale Carracci",40
4092,"Jonathan Fisher",40
5441,"Paul Sandby",40
15430,"George Page",40
2645,"Agnes Martin",40
1141,"Roman Norbert Ketterer",40
473,"Mr. Robert S. Pirie",40
6517,"Robert Mapplethorpe",40
9655,"Per Kirkeby",40
18604,"Paul M. Hertzmann, Inc.",40
25128,"Alf Cromwell",40
50492,"Annex Galleries",40
30670,"Jonathan Bober",40
42741,"Mr. and Mrs. Brenda and Robert Edelson",40
11715,"Mrs. Henry H. Weldon",40
38233,"Joe Deal",40
7139,"Sylvester Rosa Koehler",40
47480,"Steve Kahn",40
1952,"Veronese",39
9537,"Alfred Morrison",39
10455,"Gorer",39
184,"Mrs. Ralph Harman Booth",39
1275,"Henri Fantin-Latour",39
2543,"William Gropper",39
1004,"Sébastien Bourdon",39
3127,"Harry Sternberg",39
7985,"Wilbur M Rice",39
7265,"Hal Blakeley",39
7673,"Jane Iverson",39
884,"Victor D. Spark",39
300,"German People",39
2570,"Josef Hoffmann",39
74,"Mr. Lionel C. Epstein",39
714,"Baskett & Day",39
414,"Maryland Institute College of Art",39
4616,"Sébastien Le Clerc I",39
49903,"Robert Knisel",39
28397,"Ben Berns",39
15,"Enid Annenberg Haupt",39
3757,"Luca Ciamberlano",39
14973,"Barbara Thomason",39
37523,"Cornelis Danckerts I",39
2924,"Ruth Asawa",39
5910,"James Boynton",39
5962,"Isabel Bishop",39
1591,"Mrs. Holger Cahill",39
52,"Mr. and Mrs. Julian Ganz, Jr.",39
12593,"Mr. George Kenney",39
17843,"Leonard Vernon",39
24922,"Walter Reinhardt",39
21331,"Sandra Berler",39
42670,"American Academy of Arts and Letters",39
42667,"Sharon H. Keim",39
39357,"Volker Seding",39
46999,"Heather Podesta",39
52905,"Wendel White",39
52954,"Elizabeth Cropper",39
53929,"Michael Hawley",39
1929,"Jacopo Tintoretto",38
682,"Hector Brame",38
8333,"Italian 18th Century",38
8296,"Roman 15th Century",38
2828,"French 15th Century",38
5392,"Ernest D. Roth",38
5374,"Félicien Rops",38
7642,"Charles Henning",38
7512,"John Fisk",38
7476,"Harry Eisman",38
7953,"Robert Pohle",38
650,"H. V. Allison & Co.",38
4412,"Henri-Gabriel Ibels",38
4161,"Theodor Galle",38
8500,"William R. Timken",38
1220,"Willem de Kooning",38
15444,"Dan Gualdoni",38
713,"Roy and Cecily Langdale Davis",38
24658,"Dave Heath",38
23642,"Peter J. Platt",38
47957,"The Print Mint, Inc.",38
39403,"Clifford Kennedy Berryman",38
50327,"Augusta Edwards Fine Art",38
24255,"Ms. Florence Lunn",38
8316,"Milanese 16th Century",37
4009,"Jean Duvet",37
3787,"Timothy Cole",37
2725,"Henry Rushbury",37
2735,"Karl Schmidt-Rottluff",37
8141,"Michael Trekur",37
8047,"Bertha Semple",37
7746,"Rosalia Lane",37
7279,"Francis Borelli",37
2994,"Karl Schrag",37
2544,"George Grosz",37
6140,"Thomas Cross",37
2254,"Pier Paolo Galeotti",37
3005,"Aubrey Schwartz",37
9505,"Paul Graupe",37
4756,"David Lucas",37
5802,"Lee Mullican",37
23755,"Leslie Miller",37
35163,"Marlborough Graphics",37
27869,"Charles S. and Elynne B. Zucker",37
26587,"Mr. Merrill C. Berman",37
30326,"David Vestal",37
36266,"Binh Danh",37
48806,"Anita Herriman Vedder",37
42791,"J. B. Lankes",37
51833,"Robert Scholtz",36
2412,"Hans Burgkmair I",36
2538,"Hubert François Gravelot",36
4446,"Jean-François Janinet",36
25307,"Joseph Daniel Böhm",36
4871,"Master E.S.",36
12369,"Louis Fort",36
3042,"Frank Short",36
7676,"Gordena Jackson",36
7997,"Sydney Roberts",36
7765,"Lloyd Charles Lemcke",36
7651,"Helen Hobart",36
7601,"Milton Grubstein",36
4039,"James Ensor",36
37819,"(Aimé Charles) Horace His de la Salle",36
3263,"Claire Van Vliet",36
398,"Mrs. John Ellerton Lodge",36
1916,"Graham Sutherland",36
777,"Mr. Bernard Houthakker",36
829,"Mr. Armando Neerman",36
221,"Mrs. Hereward Lester Cooke",36
5562,"Ken Price",36
922,"Marlborough Rare Books Ltd.",36
5791,"Frank Lobdell",36
1088,"Mr. and Mrs. Miles Rubin",36
1163,"Aaron I. Fleischman",36
1455,"Francine Schear Linde",36
10813,"Nancy Lee and Perry Bass",36
23736,"Bradford Morrow",36
12290,"Paul Gangolf",36
28177,"Ubu Gallery",36
32746,"Jenny Holzer Studio",36
41643,"Bessie Potter Vonnoh",36
48794,"Eugene E. Myers",36
48202,"Richard Healey",36
49035,"John Randolph Carter",36
51640,"J-L Ormond Holdings Limited",36
52110,"Denise Bethel",36
52143,"Harlan & Weaver",36
53438,"Christian Keesee",36
12884,"Mr. and Mrs. Conrad Janis",36
24713,"Kunsthaus Lempertz",35
8350,"Netherlandish 17th Century",35
3904,"Gilles Demarteau the Elder",35
3636,"Theodor de Bry",35
2540,"F. L. Griggs",35
4596,"Hanns Lautensack",35
5228,"Salvatore Pinto",35
8110,"Syrena Swanson",35
7394,"Gladys Cook",35
8062,"Columbus Simpson",35
7955,"Filippo Porreca",35
8103,"Carl Strehlau",35
8080,"Isidore Sovensky",35
1241,"Arthur Dove",35
6211,"Robert Vaughan",35
859,"Stiebel, Ltd.",35
721,"Downtown Gallery",35
23229,"Richard Owen",35
688,"Hans M. Calmann",35
43768,"Castelli Graphics",35
4042,"Richard Estes",35
612,"Washington Printmakers, Inc.",35
6081,"George Elbert Burr",35
19935,"Shigemitsu Tsukaguchi",35
9733,"Louise Bourgeois",35
23108,"Jennifer Melby",35
26545,"June Lambla",35
40266,"Norman Ives",35
47225,"Antiquarius srl",35
1358,"Jean-Baptiste Greuze",34
8341,"Netherlandish 15th Century",34
2355,"Ernst Barlach",34
5352,"Hyacinthe Rigaud",34
47368,"Howard Mansfield",34
7320,"Ann Gene Buckley",34
7504,"Samuel Fineman",34
7619,"Holger Hansen",34
358,"David Keppel",34
2552,"Terry Haass",34
2204,"Henry Moore",34
2506,"Francesco Fontebasso",34
26802,"Private Collection c/o Galerie Gmurzynska",34
48245,"Christine Fox",34
6516,"Robert Gordy",34
1523,"Mr. David L. O'Neal",34
6527,"Eugène Bléry",34
6665,"Lucas Samaras",34
37298,"Martin Sumers Graphics",34
1894,"Ms. Katrin Bellinger",34
14142,"Johann Christian Reinhart",34
16466,"Manuel Álvarez Bravo",34
16507,"William Eggleston",34
19015,"Bryan Hunt",34
28623,"Mark and Lynne Hammerschlag",34
35533,"Jack Shainman Gallery",34
36875,"Asa Muir-Harmony",34
36015,"Amy Sillman",34
43566,"Mr. Jo Tartt Jr.",34
49571,"Harry N. Abrams, Inc.",34
47804,"Ludovico Mattioli",34
52094,"Sasha Wolf Projects",34
8513,"Stefano Bardini",33
1914,"Thomas Sully",33
9921,"the Antique",33
2221,"Matteo de' Pasti",33
10452,"Dreicer & Co.",33
2706,"Guido Reni",33
2580,"Eugène Isabey",33
4712,"Max Liebermann",33
2547,"Otto Mueller",33
3272,"Jan van de Velde II",33
1991,"Anders Zorn",33
8438,"Galerie Paul Cassirer",33
8040,"Erwin Schwabe",33
7440,"Sylvia Dezon",33
7458,"Ethel Dougan",33
7405,"Lon Cronk",33
7894,"Henry Murphy",33
4715,"Jacopo Ligozzi",33
51645,"William Salt Library",33
1252,"Raoul Dufy",33
5635,"French 20th Century",33
419,"Mrs. James McBey",33
3811,"Christopher Cordes",33
402,"Asbjorn R. Lunde",33
2912,"Adolphe Appian",33
3560,"Jean-Jacques de Boissieu",33
48207,"Richard Ewen",33
35463,"Experiments in Art and Technology",33
401,"Dr. and Mrs. Ronald R. Lubritz",33
5834,"Hugh Townley",33
1566,"W.M. Brady & Co., Inc.",33
1880,"Mr. Elmar W. Seibel",33
6842,"Aaron Fink",33
34638,"French early 16th Century",33
